Pt_ID	xo	yo	zo	lat(度)	lon(度)	ht	e	n	u	Az(度)	El(度)	Sr (Unit:M)	
Pt_36 ,1755108.312,-6086465.561,-681302.275,-6.179935357,-73.914423357,-6891.227,5091573.331,1428361.442,7640383.503,74.329364905,55.311765274,9291920.978
Pt_37 ,-5851271.597,-1696200.561,1864179.541,17.121983357,-163.833876636,-5297.643,-362901.337,-3838380.579,1725025.474,5.400999330,24.104680456,4223810.571
Pt_38 ,-2482971.930,-5861015.324,270168.023,2.446786431,-112.959553325,-7098.351,4467935.000,-1171083.954,4184710.942,-75.312680847,42.176730882,6232630.782
Pt_39 ,4834545.093,-3817029.150,-1626992.076,-14.891173895,-38.292229464,-5735.780,3218609.425,3577809.137,10027003.214,41.974657023,64.361133530,11122093.252
Pt_40 ,2911273.017,1043822.555,5569969.919,61.121425633,19.725044364,9227.656,-4653263.721,-3045493.526,11054902.153,56.795835519,63.294834806,12374924.472
Pt_41 ,-1585099.931,4521755.977,4198907.250,41.419429829,109.318096702,2178.279,-7556337.678,-3782520.866,6424870.268,63.408555577,37.246549262,10615303.159
Pt_42 ,4370438.760,1305290.113,4448047.186,44.472722114,16.628960283,3313.707,-4445060.462,-1492092.510,11930684.128,71.444421889,68.544976797,12818975.245
Pt_43 ,2069421.090,5802517.845,-1624168.715,-14.864759811,70.371634910,-5740.637,-6399405.214,2591462.091,7433921.114,-67.954337163,47.115801655,10145503.733
Pt_44 ,-1166484.665,-6149726.485,1187357.857,10.811726701,-100.740311098,-6390.610,4372661.584,-1362435.291,5734501.514,-72.693993698,51.386531253,7338999.037
Pt_45 ,-750178.435,-4182373.644,4747064.779,48.359163667,-100.168821538,4761.955,915896.820,-4059081.826,7481771.844,-12.715356245,60.918535553,8561070.154
Pt_46 ,2283972.653,-2205016.292,5523677.496,60.277991754,-43.992334381,8957.795,-1385965.155,-3347227.790,10503815.814,22.492665201,70.970417329,11111029.653
Pt_47 ,-5211727.941,-2969808.486,2146571.784,19.812347728,-150.324132787,-4698.517,792147.872,-3821876.665,2425704.035,-11.709706607,31.860140210,4595462.932
Pt_48 ,4659806.546,2217261.196,-3736254.373,-36.088278504,25.446360740,241.953,-1931116.020,5361009.124,8982992.931,-19.809781999,57.611678038,10637847.052
Pt_49 ,5361650.050,-2828307.227,1960364.244,18.033818943,-27.811954731,-5103.033,728626.406,885210.020,11895097.036,39.458183467,84.494531072,11950222.873
Pt_50 ,1025453.820,-3131095.396,-5452919.134,-59.028811094,-71.866046756,8549.595,4134266.510,5089115.904,5086166.854,39.089517304,37.801162521,8298213.876
