Pt_ID	xo	yo	zo	lat(度分秒)	lon(度分秒)	ht	e	n	u	Az(度分秒)	El(度分秒)	Sr (Unit:M)	
Pt_28 ,2806190.011,2690761.524,5047250.840,52.393714390,43.797043551,0.000,-6080946.322,-2654896.102,10731981.973,66.414274975,58.272836825,12617520.301
Pt_29 ,4665110.382,-4157177.347,1242683.642,11.247828696,-41.704899210,-0.000,2357517.242,1116534.284,11002358.906,64.657484641,76.662013914,11307362.108
Pt_30 ,3384893.524,2278004.735,4893141.247,50.177623248,33.940220423,0.000,-5603801.184,-2289523.755,11199252.137,67.776734689,61.607689949,12730583.457
Pt_31 ,2657125.524,-1249520.013,5654027.298,62.556169952,-25.185374601,0.000,-2395751.610,-3301309.638,10873251.422,35.968292082,69.436866505,11613176.464
Pt_32 ,-5106231.450,3758151.016,626372.350,5.642216572,143.647188852,0.000,-5297611.811,-2390884.834,1851607.721,65.709690899,17.670613039,6099956.749
Pt_33 ,5418019.192,1663129.096,2910104.919,27.179112130,17.064526330,-0.000,-4159070.398,195256.834,12271892.418,-87.312095467,71.258770614,12958986.662
Pt_34 ,-3452178.215,5264552.829,978054.231,8.830773799,123.254461138,0.000,-6950790.154,-1939081.700,3467838.312,74.412341227,25.667219008,8006211.598
Pt_35 ,-178088.291,-2014425.990,-6041524.103,-71.493031729,-95.052182803,-0.000,3264281.307,5067673.457,3771529.101,32.787125877,32.032891662,7110645.433
Pt_36 ,1755108.312,-6086465.561,-681302.275,-6.138837056,-73.914423360,0.000,5091573.340,1408449.229,7644079.229,74.537300937,55.351827871,9291920.983
Pt_37 ,-5851271.597,-1696200.561,1864179.541,17.013913081,-163.833876632,0.000,-362901.316,-3842862.189,1715018.550,5.394737471,23.956055604,4223810.578
Pt_38 ,-2482971.930,-5861015.324,270168.023,2.430408192,-112.959553326,-0.000,4467935.014,-1181983.435,4181645.428,-75.181972053,42.138715292,6232630.794
Pt_39 ,4834545.093,-3817029.150,-1626992.076,-14.795787736,-38.292229464,-0.000,3218609.430,3551671.185,10036291.319,42.183623266,64.471937426,11122093.253
Pt_40 ,2911273.017,1043822.555,5569969.919,60.958618995,19.725044371,0.000,-4653263.685,-3074287.245,11046929.465,56.548323815,63.212811988,12374924.468
Pt_41 ,-1585099.931,4521755.977,4198907.250,41.228652753,109.318096698,0.000,-7556337.647,-3799248.327,6414992.938,63.307223630,37.179606654,10615303.146
Pt_42 ,4370438.760,1305290.113,4448047.186,44.280443436,16.628960279,0.000,-4445060.430,-1523173.389,11926755.922,71.085129212,68.497026416,12818975.241
Pt_43 ,2069421.090,5802517.845,-1624168.715,-14.769527440,70.371634908,-0.000,-6399405.209,2572083.878,7440648.051,-68.103549661,47.171655680,10145503.729
Pt_44 ,-1166484.665,-6149726.485,1187357.857,10.740967323,-100.740311094,0.000,4372661.601,-1377372.174,5730932.166,-72.515766149,51.341900343,7338999.051
Pt_45 ,-750178.435,-4182373.644,4747064.779,48.168129533,-100.168821540,0.000,915896.853,-4078562.152,7471170.334,-12.656585609,60.772892885,8561070.169
Pt_46 ,2283972.653,-2205016.292,5523677.496,60.112239629,-43.992334385,0.000,-1385965.119,-3374584.605,10495058.814,22.328293366,70.832404997,11111029.659
Pt_47 ,-5211727.941,-2969808.486,2146571.784,19.689854744,-150.324132785,0.000,792147.894,-3828183.981,2415737.735,-11.690945485,31.713955209,4595462.946
Pt_48 ,4659806.546,2217261.196,-3736254.373,-35.905285787,25.446360739,0.000,-1931116.024,5337585.338,8996930.786,-19.889911711,57.752095176,10637847.052
Pt_49 ,5361650.050,-2828307.227,1960364.244,17.920747654,-27.811954732,-0.000,728626.427,854213.799,11897363.117,40.463481737,84.608961431,11950222.878
Pt_50 ,1025453.820,-3131095.396,-5452919.134,-58.858961849,-71.866046754,0.000,4134266.498,5075846.399,5099409.505,39.162745385,37.916973167,8298213.871
